"provider","provider_cc","provider_name","provider_type","customer","customer_cc","customer_region","customer_name","customer_type","type"
8452,"EG","TE-AS","Transit/Access",328011,"EG","Northern Africa","Children-Cancer-Hospital","Enterprise",-1
8452,"EG","TE-AS","Transit/Access",328062,"EG","Northern Africa","Audi-Bank-AS","Enterprise",-1
8452,"EG","TE-AS","Transit/Access",328067,"EG","Northern Africa","EGIT-Technology-AS","Content",-1
8452,"EG","TE-AS","Transit/Access",328299,"EG","Northern Africa","Attijariwafa-AS","Transit/Access",-1
8513,"GB","SKYVISION","Transit/Access",36958,"SC","Eastern Africa","CWSeychelles-AS","Transit/Access",-1
8513,"GB","SKYVISION","Transit/Access",37102,"CD","Middle Africa","CIELUX-RDC","Transit/Access",-1
8513,"GB","SKYVISION","Transit/Access",37258,"NG","Western Africa","DIANG","Enterprise",-1
8513,"GB","SKYVISION","Transit/Access",327864,"TD",NULL,"ALBIDEYNET","Enterprise",-1
8529,"OM","OMANTEL-AS","Transit/Access",328250,"SO","Eastern Africa","Golis-Telecom-AS","Transit/Access",-1
8657,"PT","MEO-INTERNACIONAL","Transit/Access",11259,"AO","Middle Africa","ANGOLATELECOM","Transit/Access",-1
8657,"PT","MEO-INTERNACIONAL","Transit/Access",25250,"GM","Western Africa","GAMTEL-AS","Transit/Access",-1
8657,"PT","MEO-INTERNACIONAL","Transit/Access",29614,"GH","Western Africa","GHANATEL-AS","Transit/Access",-1
8657,"PT","MEO-INTERNACIONAL","Transit/Access",36881,"AO","Middle Africa","MULTITEL","Transit/Access",-1
8657,"PT","MEO-INTERNACIONAL","Transit/Access",37009,"NA","Southern Africa","MTCASN","Transit/Access",-1
8657,"PT","MEO-INTERNACIONAL","Transit/Access",37119,"AO","Middle Africa","unitel-AS","Transit/Access",-1
8657,"PT","MEO-INTERNACIONAL","Transit/Access",37196,"SN","Western Africa","SUDATEL-SENEGAL","Transit/Access",-1
8657,"PT","MEO-INTERNACIONAL","Transit/Access",37309,"GM","Western Africa","QCell","Transit/Access",-1
8657,"PT","MEO-INTERNACIONAL","Transit/Access",37503,"GM","Western Africa","Unique-Solutions","Transit/Access",-1
8657,"PT","MEO-INTERNACIONAL","Transit/Access",328191,"ST",NULL,"CST-NET-AS","Transit/Access",-1
8697,"JO","JTC-AS8697","Transit/Access",8452,"EG","Northern Africa","TE-AS","Transit/Access",-1
8697,"JO","JTC-AS8697","Transit/Access",328126,"TN","Northern Africa","ORANGE-CDN-AS","Transit/Access",-1
8966,"AE","Etisalat-AS","Transit/Access",12455,"KE","Eastern Africa","JAMBONET","Transit/Access",-1
8966,"AE","Etisalat-AS","Transit/Access",15808,"KE","Eastern Africa","ACCESSKENYA-KE","Transit/Access",-1
8966,"AE","Etisalat-AS","Transit/Access",25818,"ZA","Southern Africa","CMCNETWORKS","Transit/Access",-1
8966,"AE","Etisalat-AS","Transit/Access",33771,"KE","Eastern Africa","SAFARICOM-LIMITED","Transit/Access",-1
8966,"AE","Etisalat-AS","Transit/Access",36866,"KE","Eastern Africa","JTL","Transit/Access",-1
8966,"AE","Etisalat-AS","Transit/Access",37027,"TZ","Eastern Africa","SIMBANET-AS","Transit/Access",-1
9129,"ZA","KE-NET2000","Transit/Access",20294,"UG","Eastern Africa","MTN-UG","Transit/Access",-1
9129,"ZA","KE-NET2000","Transit/Access",36890,"RW","Eastern Africa","MTNRW-ASN","Transit/Access",-1
9129,"ZA","KE-NET2000","Transit/Access",37244,"KE","Eastern Africa","DTDOBIE","Enterprise",-1
9129,"ZA","KE-NET2000","Transit/Access",37338,"KE","Eastern Africa","G4S-AS","Enterprise",-1
9129,"ZA","KE-NET2000","Transit/Access",328090,"KE","Eastern Africa","Gulf-African-Bank-AS","Enterprise",-1
9304,"HK","HUTCHISON-AS-AP","Transit/Access",5713,"ZA","Southern Africa","SAIX-NET","Transit/Access",-1
9498,"IN","BBIL-AP","Transit/Access",8452,"EG","Northern Africa","TE-AS","Transit/Access",-1
9498,"IN","BBIL-AP","Transit/Access",36873,"NG","Western Africa","VNL1-AS","Transit/Access",-1
9498,"IN","BBIL-AP","Transit/Access",36926,"KE","Eastern Africa","CKL1-ASN","Transit/Access",-1
9498,"IN","BBIL-AP","Transit/Access",36961,"GH","Western Africa","ZIPNET","Transit/Access",-1
9498,"IN","BBIL-AP","Transit/Access",37013,"TZ","Eastern Africa","Satcom-AS","Transit/Access",-1
9498,"IN","BBIL-AP","Transit/Access",37020,"CD","Middle Africa","CELTEL-DRC","Transit/Access",-1
9498,"IN","BBIL-AP","Transit/Access",37133,"TZ","Eastern Africa","airtel-tz-as","Transit/Access",-1
9498,"IN","BBIL-AP","Transit/Access",37140,"GH","Western Africa","zain-as","Transit/Access",-1
9498,"IN","BBIL-AP","Transit/Access",37287,"ZM","Eastern Africa","ZAIN-ZAMBIA","Transit/Access",-1
9498,"IN","BBIL-AP","Transit/Access",37303,"MG","Eastern Africa","AIRTELMADA","Transit/Access",-1
9498,"IN","BBIL-AP","Transit/Access",37440,"MW","Eastern Africa","Airtel-MW","Transit/Access",-1
9498,"IN","BBIL-AP","Transit/Access",37531,"NE","Western Africa","AIRTEL-NIGER","Transit/Access",-1
9498,"IN","BBIL-AP","Transit/Access",37550,"CG","Middle Africa","airtelcg","Transit/Access",-1
9498,"IN","BBIL-AP","Transit/Access",37616,"GA","Middle Africa","Airtel","Transit/Access",-1
9498,"IN","BBIL-AP","Transit/Access",37620,"CM","Middle Africa","VIETTEL-CM-AS","Transit/Access",-1
9498,"IN","BBIL-AP","Transit/Access",37662,"MU","Eastern Africa","WIOCC-AS","Transit/Access",-1
9498,"IN","BBIL-AP","Transit/Access",327756,"TD",NULL,"AIRTEL-TD","Transit/Access",-1
9498,"IN","BBIL-AP","Transit/Access",328145,"ZA","Southern Africa","Lyca-Digital-AS","Transit/Access",-1
10474,"ZA","OPTINET","Transit/Access",12258,"ZA","Southern Africa","OPTINET","Transit/Access",-1
10474,"ZA","OPTINET","Transit/Access",36943,"ZA","Southern Africa","Gridhost","Content",-1
10474,"ZA","OPTINET","Transit/Access",37301,"MU","Eastern Africa","AFRINIC-ZA-CPT-AS","Transit/Access",-1
10474,"ZA","OPTINET","Transit/Access",37412,"ZA","Southern Africa","PACKET-HUB","Transit/Access",-1
10474,"ZA","OPTINET","Transit/Access",37589,"ZA","Southern Africa","ITISINTERNET","Transit/Access",-1
10474,"ZA","OPTINET","Transit/Access",327880,"ZA","Southern Africa","ShowMax","Content",-1
10474,"ZA","OPTINET","Transit/Access",328045,"ZA","Southern Africa","Multichoice-Support-Services-AS","Content",-1
10474,"ZA","OPTINET","Transit/Access",328400,"ZA","Southern Africa","Powercloud-AS","Transit/Access",-1
11259,"AO","ANGOLATELECOM","Transit/Access",32717,"AO","Middle Africa","ASN-SNETANGOLA","Transit/Access",-1
11259,"AO","ANGOLATELECOM","Transit/Access",36881,"AO","Middle Africa","MULTITEL","Transit/Access",-1
11259,"AO","ANGOLATELECOM","Transit/Access",36907,"AO","Middle Africa","TVCaboAngola","Transit/Access",-1
11259,"AO","ANGOLATELECOM","Transit/Access",36976,"AO","Middle Africa","SONANGOL","Transit/Access",-1
11259,"AO","ANGOLATELECOM","Transit/Access",37011,"AO","Middle Africa","MSTARTEL-AS","Transit/Access",-1
11259,"AO","ANGOLATELECOM","Transit/Access",37081,"AO","Middle Africa","movicel-as","Transit/Access",-1
11259,"AO","ANGOLATELECOM","Transit/Access",37272,"AO","Middle Africa","CMCANGOLA","Transit/Access",-1
11259,"AO","ANGOLATELECOM","Transit/Access",37590,"AO","Middle Africa","BCA-ASN","Enterprise",-1
11259,"AO","ANGOLATELECOM","Transit/Access",37645,"AO","Middle Africa","ZAP-Angola","Transit/Access",-1
11259,"AO","ANGOLATELECOM","Transit/Access",327775,"AO","Middle Africa","AO-IXPmgmnt","Transit/Access",-1
11259,"AO","ANGOLATELECOM","Transit/Access",327806,"AO","Middle Africa","CNTI-AS","Transit/Access",-1
11259,"AO","ANGOLATELECOM","Transit/Access",327932,"AO","Middle Africa","CONNECTIS-DATA-ANGOLA","Transit/Access",-1
11259,"AO","ANGOLATELECOM","Transit/Access",328283,"AO","Middle Africa","BBDP1-AS","Enterprise",-1
11537,"US","ABILENE","Transit/Access",2018,"ZA","Southern Africa","TENET-1","Transit/Access",-1
11537,"US","ABILENE","Transit/Access",6879,"EG","Northern Africa","ENSTINET-EG","Content",-1
11537,"US","ABILENE","Transit/Access",36944,"ZA","Southern Africa","UBUNTU-UNICAST-AS","Transit/Access",-1
11845,"ZA","Vox-Telecom","Transit/Access",22386,"ZA","Southern Africa","SARB","Transit/Access",-1
11845,"ZA","Vox-Telecom","Transit/Access",36985,"ZA","Southern Africa","GMS","Transit/Access",-1
11845,"ZA","Vox-Telecom","Transit/Access",37352,"ZA","Southern Africa","CloudAfrica","Content",-1
11845,"ZA","Vox-Telecom","Transit/Access",37599,"ZA","Southern Africa","TERACO","Enterprise",-1
11845,"ZA","Vox-Telecom","Transit/Access",327850,"ZA","Southern Africa","XON-SYSTEMS","Content",-1
11845,"ZA","Vox-Telecom","Transit/Access",327979,"ZA","Southern Africa","DIAMATRIX","Transit/Access",-1
11845,"ZA","Vox-Telecom","Transit/Access",327987,"ZA","Southern Africa","Webstorm","Transit/Access",-1
11845,"ZA","Vox-Telecom","Transit/Access",328049,"ZA","Southern Africa","Haupt-Online-AS","Transit/Access",-1
11845,"ZA","Vox-Telecom","Transit/Access",328174,"ZA","Southern Africa","HomeFind24","Transit/Access",-1
12143,"TZ","RAHA","Transit/Access",327706,"TZ","Eastern Africa","Power-and-Network-Backup","Transit/Access",-1
12322,"FR","PROXAD","Transit/Access",327697,"RE","Eastern Africa","TELCO-OI-AS","Transit/Access",-1
12455,"KE","JAMBONET","Transit/Access",30994,"KE","Eastern Africa","Galileo-Kenya","Transit/Access",-1
12455,"KE","JAMBONET","Transit/Access",37219,"KE","Eastern Africa","ICTA-KE","Content",-1
12455,"KE","JAMBONET","Transit/Access",327740,"KE","Eastern Africa","TESPOK-AMS-IX","Enterprise",-1
12455,"KE","JAMBONET","Transit/Access",328331,"KE","Eastern Africa","POA-INTERNET-AS","Enterprise",-1
12455,"KE","JAMBONET","Transit/Access",328354,"KE","Eastern Africa","CABLE-ONE-AS","Enterprise",-1
12491,"IL","IPPLANET-AS","Transit/Access",26130,"NE","Western Africa","LIPTINFOR-AS","Transit/Access",-1
12491,"IL","IPPLANET-AS","Transit/Access",32842,"CD","Middle Africa","IBURST","Enterprise",-1
12491,"IL","IPPLANET-AS","Transit/Access",36902,"SC","Eastern Africa","ASINTELVISION","Transit/Access",-1
12491,"IL","IPPLANET-AS","Transit/Access",37209,"NG","Western Africa","HYPERIA","Transit/Access",-1
12491,"IL","IPPLANET-AS","Transit/Access",37269,"NG","Western Africa","ICSL","Transit/Access",-1
12491,"IL","IPPLANET-AS","Transit/Access",37415,"CD","Middle Africa","AFRINET","Transit/Access",-1
12491,"IL","IPPLANET-AS","Transit/Access",37447,"CD","Middle Africa","ORANGE-RDC","Transit/Access",-1
12491,"IL","IPPLANET-AS","Transit/Access",37453,"CD","Middle Africa","VODACOM-CONGO","Transit/Access",-1
12491,"IL","IPPLANET-AS","Transit/Access",37483,"CD","Middle Africa","Congo-Chine","Enterprise",-1
12491,"IL","IPPLANET-AS","Transit/Access",37620,"CM","Middle Africa","VIETTEL-CM-AS","Transit/Access",-1
12491,"IL","IPPLANET-AS","Transit/Access",37623,"GH","Western Africa","SURFLINE_GHANA_AS","Transit/Access",-1
12491,"IL","IPPLANET-AS","Transit/Access",37638,"CD","Middle Africa","Orioncom","Transit/Access",-1
12491,"IL","IPPLANET-AS","Transit/Access",327738,"CD","Middle Africa","AFRICELL-DRC","Transit/Access",-1
12491,"IL","IPPLANET-AS","Transit/Access",327802,"TD",NULL,"MILLICOM-CHAD","Transit/Access",-1
12491,"IL","IPPLANET-AS","Transit/Access",327975,"TD",NULL,"ILNET-TELECOM","Transit/Access",-1
12491,"IL","IPPLANET-AS","Transit/Access",328079,"CF","Middle Africa","TELECEL-CENTRAFRIQUE-AS","Transit/Access",-1
12491,"IL","IPPLANET-AS","Transit/Access",328166,"NG","Western Africa","Nmobile-AS","Transit/Access",-1
12491,"IL","IPPLANET-AS","Transit/Access",328261,"GH","Western Africa","E-CONNECTA-LIMITED","Transit/Access",-1
12491,"IL","IPPLANET-AS","Transit/Access",328310,"TD",NULL,"GLOBALTECH-Telecoms-AS","Transit/Access",-1
12552,"SE","IPO-EU","Transit/Access",37560,"LR","Western Africa","CYBERDYNE","Transit/Access",-1
12556,"KE","internet-solutions-ke","Transit/Access",37421,"KE","Eastern Africa","Cellulant","Content",-1
12556,"KE","internet-solutions-ke","Transit/Access",328233,"UG","Eastern Africa","DFCU-Bank-AS","Enterprise",-1
12556,"KE","internet-solutions-ke","Transit/Access",328477,"KE","Eastern Africa","African-Banking-Corporation","Enterprise",-1
12713,"GR","OTEGlobe","Transit/Access",37558,"LY","Northern Africa","LITC","Transit/Access",-1
12956,"ES","Telefonica","Transit/Access",6713,"MA","Northern Africa","IAM-AS","Content",-1
12956,"ES","Telefonica","Transit/Access",8346,"SN","Western Africa","","Transit/Access",-1
12956,"ES","Telefonica","Transit/Access",15964,"CM","Middle Africa","CAMNET-AS","Transit/Access",-1
12956,"ES","Telefonica","Transit/Access",36884,"MA","Northern Africa","MAROCCONNECT","Transit/Access",-1
12956,"ES","Telefonica","Transit/Access",36947,"DZ","Northern Africa","ALGTEL-AS","Transit/Access",-1
13126,"GB","SMS-NET","Transit/Access",37027,"TZ","Eastern Africa","SIMBANET-AS","Transit/Access",-1
14988,"BW","BTC-GATE1","Transit/Access",10798,"ZA","Southern Africa","SBICSA","Content",-1
14988,"BW","BTC-GATE1","Transit/Access",327757,"BW","Southern Africa","ICT-DYNAMIX","Transit/Access",-1
15399,"KE","WANANCHI-KE","Transit/Access",22690,"RW","Eastern Africa","AxiomNET-AS","Transit/Access",-1
15399,"KE","WANANCHI-KE","Transit/Access",36915,"KE","Eastern Africa","AFOL-KE-AS","Transit/Access",-1
15399,"KE","WANANCHI-KE","Transit/Access",36926,"KE","Eastern Africa","CKL1-ASN","Transit/Access",-1
15399,"KE","WANANCHI-KE","Transit/Access",36930,"TZ","Eastern Africa","Zantel-AS","Transit/Access",-1
15399,"KE","WANANCHI-KE","Transit/Access",37027,"TZ","Eastern Africa","SIMBANET-AS","Transit/Access",-1
15399,"KE","WANANCHI-KE","Transit/Access",37084,"TZ","Eastern Africa","simbanet-tz","Transit/Access",-1
15399,"KE","WANANCHI-KE","Transit/Access",37101,"TZ","Eastern Africa","MARLINK-TZ","Transit/Access",-1
15399,"KE","WANANCHI-KE","Transit/Access",37133,"TZ","Eastern Africa","airtel-tz-as","Transit/Access",-1
15399,"KE","WANANCHI-KE","Transit/Access",37499,"KE","Eastern Africa","UAP","Enterprise",-1
15399,"KE","WANANCHI-KE","Transit/Access",37684,"KE","Eastern Africa","ANGANI-AS","Content",-1
15399,"KE","WANANCHI-KE","Transit/Access",327859,"TZ","Eastern Africa","Capital-Technologies","Transit/Access",-1
15399,"KE","WANANCHI-KE","Transit/Access",327994,"KE","Eastern Africa","Britam-Holdings-Limited","Enterprise",-1
15399,"KE","WANANCHI-KE","Transit/Access",328380,"KE","Eastern Africa","Prime-Bank-AS","Enterprise",-1
15399,"KE","WANANCHI-KE","Transit/Access",328438,"KE","Eastern Africa","Edgelink-Communications","Transit/Access",-1
15399,"KE","WANANCHI-KE","Transit/Access",328482,"KE","Eastern Africa","SkyTrend-Networks","Transit/Access",-1
15412,"GB","FLAG-AS","Transit/Access",8452,"EG","Northern Africa","TE-AS","Transit/Access",-1
15412,"GB","FLAG-AS","Transit/Access",24835,"EG","Northern Africa","RAYA-AS","Transit/Access",-1
15412,"GB","FLAG-AS","Transit/Access",33788,"SD","Northern Africa","KANARTEL","Transit/Access",-1
15706,"SD","Sudatel","Transit/Access",24757,"ET","Eastern Africa","EthioNet-AS","Transit/Access",-1
15706,"SD","Sudatel","Transit/Access",33788,"SD","Northern Africa","KANARTEL","Transit/Access",-1
15706,"SD","Sudatel","Transit/Access",36998,"SD","Northern Africa","SDN-MOBITEL","Enterprise",-1
15706,"SD","Sudatel","Transit/Access",37197,"SD","Northern Africa","SUDREN","Transit/Access",-1
15706,"SD","Sudatel","Transit/Access",37211,"SD","Northern Africa","MAX-NET-FOR-INTERNET-SERVICES","Content",-1
15706,"SD","Sudatel","Transit/Access",327756,"TD",NULL,"AIRTEL-TD","Transit/Access",-1
15706,"SD","Sudatel","Transit/Access",327802,"TD",NULL,"MILLICOM-CHAD","Transit/Access",-1
15706,"SD","Sudatel","Transit/Access",327864,"TD",NULL,"ALBIDEYNET","Enterprise",-1
15706,"SD","Sudatel","Transit/Access",327881,"SD","Northern Africa","NICDC","Content",-1
15706,"SD","Sudatel","Transit/Access",327975,"TD",NULL,"ILNET-TELECOM","Transit/Access",-1
15808,"KE","ACCESSKENYA-KE","Transit/Access",12556,"KE","Eastern Africa","internet-solutions-ke","Transit/Access",-1
15808,"KE","ACCESSKENYA-KE","Transit/Access",13224,"KE","Eastern Africa","NAIROBINET","Enterprise",-1
15808,"KE","ACCESSKENYA-KE","Transit/Access",30994,"KE","Eastern Africa","Galileo-Kenya","Transit/Access",-1
15808,"KE","ACCESSKENYA-KE","Transit/Access",36904,"KE","Eastern Africa","Craft-Silicon","Enterprise",-1
15808,"KE","ACCESSKENYA-KE","Transit/Access",36948,"KE","Eastern Africa","KENIC","Enterprise",-1
15808,"KE","ACCESSKENYA-KE","Transit/Access",36975,"KE","Eastern Africa","CBA-AS","Enterprise",-1
15808,"KE","ACCESSKENYA-KE","Transit/Access",37019,"KE","Eastern Africa","IAL","Transit/Access",-1
15808,"KE","ACCESSKENYA-KE","Transit/Access",37109,"KE","Eastern Africa","MyISP-AS","Content",-1
15808,"KE","ACCESSKENYA-KE","Transit/Access",37166,"KE","Eastern Africa","KENYA-AIRWAYS","Enterprise",-1
15808,"KE","ACCESSKENYA-KE","Transit/Access",37247,"KE","Eastern Africa","JHPIEGO","Enterprise",-1
15808,"KE","ACCESSKENYA-KE","Transit/Access",327748,"KE","Eastern Africa","COOP-BANK-KENYA","Enterprise",-1
15808,"KE","ACCESSKENYA-KE","Transit/Access",327793,"KE","Eastern Africa","WORLD-VISION","Enterprise",-1
15808,"KE","ACCESSKENYA-KE","Transit/Access",327906,"KE","Eastern Africa","EMBARQ","Transit/Access",-1
15808,"KE","ACCESSKENYA-KE","Transit/Access",328087,"KE","Eastern Africa","Unga-Holdings-AS","Enterprise",-1
15808,"KE","ACCESSKENYA-KE","Transit/Access",328190,"KE","Eastern Africa","Sense-Telecommunications","Transit/Access",-1
15808,"KE","ACCESSKENYA-KE","Transit/Access",328201,"KE","Eastern Africa","Elige-Communications-Ltd","Transit/Access",-1
15808,"KE","ACCESSKENYA-KE","Transit/Access",328380,"KE","Eastern Africa","Prime-Bank-AS","Enterprise",-1
15964,"CM","CAMNET-AS","Transit/Access",36912,"CM","Middle Africa","ORANGECM","Transit/Access",-1
15964,"CM","CAMNET-AS","Transit/Access",36955,"CM","Middle Africa","Matrix-ASN1","Transit/Access",-1
15964,"CM","CAMNET-AS","Transit/Access",37034,"CM","Middle Africa","RINGO","Transit/Access",-1
15964,"CM","CAMNET-AS","Transit/Access",37089,"CM","Middle Africa","ALINK-CM-AS","Transit/Access",-1
15964,"CM","CAMNET-AS","Transit/Access",37475,"CM","Middle Africa","HTT","Transit/Access",-1
15964,"CM","CAMNET-AS","Transit/Access",37544,"TD",NULL,"SOTEL-TCHAD","Transit/Access",-1
15964,"CM","CAMNET-AS","Transit/Access",37620,"CM","Middle Africa","VIETTEL-CM-AS","Transit/Access",-1
15964,"CM","CAMNET-AS","Transit/Access",327741,"CM","Middle Africa","INFOGENIE-AS","Transit/Access",-1
15964,"CM","CAMNET-AS","Transit/Access",327820,"CM","Middle Africa","SWECOM","Transit/Access",-1
15964,"CM","CAMNET-AS","Transit/Access",328123,"CM","Middle Africa","CAMPOST-AS","Transit/Access",-1
15964,"CM","CAMNET-AS","Transit/Access",328352,"CM","Middle Africa","UnitedNations-AS","Enterprise",-1
16058,"GA","Gabon-Telecom","Transit/Access",37169,"GA","Middle Africa","SOLSI","Transit/Access",-1
16058,"GA","Gabon-Telecom","Transit/Access",37616,"GA","Middle Africa","Airtel","Transit/Access",-1
16058,"GA","Gabon-Telecom","Transit/Access",37669,"GA","Middle Africa","IG-AS","Transit/Access",-1
16284,"NG","","Transit/Access",25163,"NG","Western Africa","NG-NIGERIA-AS","Transit/Access",-1
16284,"NG","","Transit/Access",36872,"NG","Western Africa","IDN","Transit/Access",-1
16284,"NG","","Transit/Access",36957,"NG","Western Africa","MICROACCESS","Transit/Access",-1
16284,"NG","","Transit/Access",37088,"NG","Western Africa","VDT-AS","Transit/Access",-1
16284,"NG","","Transit/Access",37340,"NG","Western Africa","Spectranet","Transit/Access",-1
16284,"NG","","Transit/Access",37377,"NG","Western Africa","Futurecom","Transit/Access",-1
16284,"NG","","Transit/Access",37445,"NG","Western Africa","ETRANZACT","Transit/Access",-1
16284,"NG","","Transit/Access",37452,"NG","Western Africa","CB-Nigeria","Content",-1
16284,"NG","","Transit/Access",37714,"NG","Western Africa","BITFLUX","Transit/Access",-1
16284,"NG","","Transit/Access",327869,"NG","Western Africa","WADE-MULTI-TRADING","Enterprise",-1
16284,"NG","","Transit/Access",328027,"NG","Western Africa","Sahara-Group","Enterprise",-1
16284,"NG","","Transit/Access",328081,"NG","Western Africa","HollaTags-AS","Transit/Access",-1
16284,"NG","","Transit/Access",328092,"BJ","Western Africa","SUD-TELCOM-AS","Transit/Access",-1
16284,"NG","","Transit/Access",328332,"NG","Western Africa","FEAP-AS","Enterprise",-1
16284,"NG","","Transit/Access",328401,"NG","Western Africa","SoftAlliance-AS","Enterprise",-1
16509,"US","AMAZON-02","Enterprise",2905,"ZA","Southern Africa","TICSA-ASN","Transit/Access",-1
16509,"US","AMAZON-02","Enterprise",37697,"MZ","Eastern Africa","webmasters","Transit/Access",-1
16509,"US","AMAZON-02","Enterprise",327960,"ZA","Southern Africa","PC-MANIACS","Transit/Access",-1
16509,"US","AMAZON-02","Enterprise",327983,"ZA","Southern Africa","Interworks-Wireless-Solutions","Transit/Access",-1
16509,"US","AMAZON-02","Enterprise",328320,"ZA","Southern Africa","Kurlec-AS","Transit/Access",-1
16509,"US","AMAZON-02","Enterprise",328474,"ZA","Southern Africa","Jebo-Connect-AS","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",9129,"ZA","Southern Africa","KE-NET2000","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",10798,"ZA","Southern Africa","SBICSA","Content",-1
16637,"ZA","MTNNS-AS","Transit/Access",11744,"ZA","Southern Africa","INVESTEC","Content",-1
16637,"ZA","MTNNS-AS","Transit/Access",12091,"ZA","Southern Africa","MTNNS-1","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",20294,"UG","Eastern Africa","MTN-UG","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",29465,"NG","Western Africa","VCG-AS","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",30986,"GH","Western Africa","SCANCOM","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",30992,"CM","Middle Africa","MTN-NS-CAMEROON","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",33769,"ZA","Southern Africa","ITDYNAMICS","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",36877,"ZA","Southern Africa","IWAY_AFRICA","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",36890,"RW","Eastern Africa","MTNRW-ASN","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",36962,"ZM","Eastern Africa","MTNZ-AS","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",36972,"SD","Northern Africa","MTNSD","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",36974,"CI","Western Africa","AFNET-AS","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",37026,"NA","Southern Africa","SALT-ASN","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",37121,"ZA","Southern Africa","ESKOM-HOLDINGS-SOC-LTD","Enterprise",-1
16637,"ZA","MTNNS-AS","Transit/Access",37410,"LR","Western Africa","LONESTAR","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",37424,"BJ","Western Africa","Spacetel","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",37463,"CG","Middle Africa","MTN-CONGO","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",37513,"NA","Southern Africa","Polytechnic-NA","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",37612,"GN","Western Africa","Areeba-Guinea-AS","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",327694,"NA","Southern Africa","NAMPOWER","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",327738,"CD","Middle Africa","AFRICELL-DRC","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",327765,"SZ","Southern Africa","SwaziMTN-Ltd","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",327769,"GW",NULL,"MTN-Bissau","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",328107,"GN","Western Africa","GUILAB-AS","Enterprise",-1
16637,"ZA","MTNNS-AS","Transit/Access",328186,"ZA","Southern Africa","Newshelf-1315","Transit/Access",-1
16637,"ZA","MTNNS-AS","Transit/Access",328456,"ZA","Southern Africa","Pattern-Matched-Technologies-AS","Transit/Access",-1
17400,"AO","MSTELCOM","Transit/Access",36917,"AO","Middle Africa","ACS","Transit/Access",-1
17400,"AO","MSTELCOM","Transit/Access",36976,"AO","Middle Africa","SONANGOL","Transit/Access",-1
17400,"AO","MSTELCOM","Transit/Access",37062,"AO","Middle Africa","ASN-BNI","Enterprise",-1
17400,"AO","MSTELCOM","Transit/Access",37155,"AO","Middle Africa","NETONE","Transit/Access",-1
17400,"AO","MSTELCOM","Transit/Access",37384,"AO","Middle Africa","BANKO-KEVE","Transit/Access",-1
17400,"AO","MSTELCOM","Transit/Access",327775,"AO","Middle Africa","AO-IXPmgmnt","Transit/Access",-1
17400,"AO","MSTELCOM","Transit/Access",327806,"AO","Middle Africa","CNTI-AS","Transit/Access",-1
17400,"AO","MSTELCOM","Transit/Access",328111,"AO","Middle Africa","IPWORLD-AS","Transit/Access",-1
17400,"AO","MSTELCOM","Transit/Access",328283,"AO","Middle Africa","BBDP1-AS","Enterprise",-1
18931,"ZA","SAINTERNET1","Transit/Access",328262,"ZA","Southern Africa","Internet-Uncapped","Transit/Access",-1
18931,"ZA","SAINTERNET1","Transit/Access",328285,"ZA","Southern Africa","EDELNET-AS","Transit/Access",-1
19551,"US","INCAPSULA","Content",23058,"ZA","Southern Africa","DHN-BGP-AS2002","Transit/Access",-1
19551,"US","INCAPSULA","Content",37001,"NG","Western Africa","GTB-AS","Transit/Access",-1
19711,"SZ","SWAZINET","Transit/Access",32398,"SZ","Southern Africa","REALNET-ASN-1","Transit/Access",-1
19711,"SZ","SWAZINET","Transit/Access",37510,"SZ","Southern Africa","POSIX-SZ","Transit/Access",-1
19711,"SZ","SWAZINET","Transit/Access",327762,"SZ","Southern Africa","SPTC","Transit/Access",-1
19711,"SZ","SWAZINET","Transit/Access",327765,"SZ","Southern Africa","SwaziMTN-Ltd","Transit/Access",-1
19711,"SZ","SWAZINET","Transit/Access",328169,"SZ","Southern Africa","SWAZI-MOBILE","Transit/Access",-1
