rir|cc|type|asn|size|alloc_date|status|opaqueid
afrinic|ZA|asn|328433|1|20190211|allocated|F36E726B
afrinic|ZA|asn|328434|1|20190211|allocated|F3625A15
afrinic|SO|asn|328435|1|20190214|allocated|F363336F
afrinic|TZ|asn|328436|1|20190214|allocated|F365BE49
afrinic|ZA|asn|328437|1|20190218|allocated|F36CF0F7
afrinic|KE|asn|328438|1|20190220|allocated|F3680C99
afrinic|GH|asn|328439|1|20190220|allocated|F36A127E
afrinic|CV|asn|328440|1|20190221|allocated|F3664D90
afrinic|ZA|asn|328441|1|20190222|allocated|F366553A
afrinic|CD|asn|328442|1|20190225|allocated|F365C754
afrinic|CD|asn|328443|1|20190301|allocated|F368D658
afrinic|ZA|asn|328444|1|20190301|allocated|F36C6CA3
afrinic|CD|asn|328445|1|20190301|allocated|F36E5884
afrinic|ZA|asn|328446|1|20190311|allocated|F3663C93
afrinic|NG|asn|328447|1|20190311|allocated|F36DAB93
afrinic|BF|asn|328448|1|20190313|allocated|F36772B8
afrinic|ZA|asn|328449|1|20190313|allocated|F363E823
afrinic|ZA|asn|328450|1|20190318|allocated|F36817F4
afrinic|NG|asn|328451|1|20190318|allocated|F3642405
afrinic|CD|asn|328452|1|20190325|allocated|F36CCB4A
afrinic|ZA|asn|328453|1|20190328|allocated|F3610674
afrinic|GH|asn|328454|1|20190327|allocated|F36E764F
afrinic|ZA|asn|328455|1|20190328|allocated|F3671393
afrinic|ZA|asn|328456|1|20190329|allocated|F361FDEB
afrinic|NG|asn|328457|1|20190329|allocated|F3649F7F
afrinic|EG|asn|328458|1|20190403|allocated|F364838E
afrinic|BW|asn|328459|1|20190403|allocated|F36D987F
afrinic|MZ|asn|328460|1|20190403|allocated|F3687FE8
afrinic|ZA|asn|328461|1|20190403|allocated|F36E61B7
afrinic|UG|asn|328462|1|20190403|allocated|F364E87F
afrinic|TG|asn|328463|1|20190404|allocated|F36BD97C
afrinic|ZA|asn|328464|1|20190410|allocated|F36E68C0
afrinic|KE|asn|328465|1|20190412|allocated|F36DBEB6
afrinic|KE|asn|328466|1|20190412|allocated|F36ADED3
afrinic|ZA|asn|328467|1|20190417|allocated|F362793F
afrinic|ZA|asn|328468|1|20190417|allocated|F3639454
afrinic|SO|asn|328469|1|20190417|allocated|F365E09B
afrinic|CD|asn|328470|1|20190417|allocated|F3644A18
afrinic|ZA|asn|328471|1|20190419|allocated|F36DBAE4
afrinic|BF|asn|328472|1|20190419|allocated|F3658FD1
afrinic|ZA|asn|328473|1|20190422|allocated|F365F239
afrinic|ZA|asn|328474|1|20190422|allocated|F36C6E7C
afrinic|KE|asn|328475|1|20190422|allocated|F361F5C9
afrinic|MU|asn|328476|1|20190424|allocated|F367B9AE
afrinic|KE|asn|328477|1|20190426|allocated|F36F12E6
afrinic|TZ|asn|328478|1|20190430|allocated|F36A3DB7
afrinic|KE|asn|328479|1|20190506|allocated|F3679532
afrinic|ZA|asn|328480|1|20190508|allocated|F3652893
afrinic|CM|asn|328481|1|20190508|allocated|F362FB1C
afrinic|KE|asn|328482|1|20190513|allocated|F36993D4
afrinic|ZA|asn|328483|1|20190513|allocated|F36F5B9D
afrinic|EG|asn|328484|1|20190515|allocated|F3654792
afrinic|GA|asn|328485|1|20190515|allocated|F3643EF0
afrinic|ZA|asn|328486|1|20190515|allocated|F36C0DA7
afrinic|ZA|asn|328487|1|20190515|allocated|F36FC988
afrinic|GM|asn|328488|1|20190522|allocated|F36B913F
afrinic|MW|asn|328489|1|20190522|allocated|F36EB1C4
afrinic|KE|asn|328490|1|20190522|allocated|F368948B
afrinic|SS|asn|328491|1|20190527|allocated|F36B9DBB
afrinic|ZA|asn|328492|1|20190527|allocated|F3692425
afrinic|MA|asn|328493|1|20190529|allocated|F36BD926
afrinic|GH|asn|328494|1|20190603|allocated|F36D45E3
afrinic|AO|asn|328495|1|20190606|allocated|F36DCF9E
afrinic|NG|asn|328496|1|20190606|allocated|F36CAE5A
afrinic|NG|asn|328497|1|20190607|allocated|F36B1EE5
afrinic|ZA|asn|328498|1|20190614|allocated|F36C6C13
afrinic|TZ|asn|328499|1|20190618|allocated|F3638C76
afrinic|CG|asn|328500|1|20190624|allocated|F366D2ED
afrinic|ZA|asn|328501|1|20190624|allocated|F3662F58
afrinic|GA|asn|328502|1|20190626|allocated|F36217DF
afrinic|NG|asn|328503|1|20190626|allocated|F36FF74C
afrinic|TZ|asn|328504|1|20190626|allocated|F363849A
afrinic|ZA|asn|328505|1|20190628|allocated|F363AEF2
afrinic|NA|asn|328506|1|20190628|allocated|F36F1C5A
afrinic|ZA|asn|328507|1|20190628|allocated|F36285D3
afrinic|NG|asn|328508|1|20190701|allocated|F368EBCC
afrinic|AO|asn|328509|1|20190701|allocated|F36BE261
afrinic|ZA|asn|328510|1|20190701|allocated|F36E94D7
afrinic|ZA|asn|328511|1|20190704|allocated|F365D370
afrinic|ZA|asn|328512|1|20190705|allocated|F366C124
afrinic|ZA|asn|328513|1|20190709|allocated|F363E7BF
afrinic|TZ|asn|328514|1|20190718|allocated|F36CCCFC
afrinic|TD|asn|328515|1|20190719|allocated|F366C79A
afrinic|NG|asn|328516|1|20190722|allocated|F363A843
afrinic|ZA|asn|328517|1|20190725|allocated|F3630D7E
